UAI,Sigle,Nom Archipel,Nom complet (Archipel),Nom complet,PAS.1.Collège de rattachement,PAS.1.Dénomination principale,PAS.1.Dénomination complémentaire,Education prioritaire (Archipel),Territoire,Adresse,PAS.1.Lieu dit,Code Postal,Ville,IPS,ULIS,Degré,Secteur,Mail,Téléphone,Chef d'établissement,PAS.1.Hébergement,Circonscription,PAS,Nom du PAS,Bassin,Secteur SEGPA,Secteur ERSEH,ERSEH,PIAL,Effectifs ens. Adapté,Effectifs (Archipel),PAS.1.Effectifs,Latitude,Longitude,Lat Moyen Secteur,Long Moyen Secteur,Indice d'éloignement
0672012Y,"CLG ",COLLEGE BALDUNG GRIEN,COLLEGE BALDUNG GRIEN HOERDT,COLLEGE BALDUNG GRIEN HOERDT,COLLEGE BALDUNG GRIEN,"COLLEGE ","BALDUNG GRIEN ",Hors EP,,6 rue des Alouettes,,67720,HOERDT,116.5,0,2nd degré,Public,ce.0672012Y@ac-strasbourg.fr,0388513512,PATRICIA KARL,SANS INTERNAT AVEC DEMI PENSION,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0672012Y,,414,395,48.69990647,7.791025952,"48,73431328","7,736026999",5.560390214
0673057J,"E.E.PU ",ECOLE PRIMAIRE IM LEH,ECOLE PRIMAIRE IM LEH HOERDT,ECOLE PRIMAIRE PUBLIQUE IM LEH HOERDT,COLLEGE BALDUNG GRIEN,"ECOLE PRIMAIRE PUBLIQUE ","IM LEH ",Hors EP,,26 rue d'Eckwersheim,,67720,HOERDT,0,0,1er degré,Public,ce.0673057J@ac-strasbourg.fr,0388592340,,,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,MUNDOLSHEIM Paul Emile Victor,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0672012Y,,227,238,48.69540266,7.780530383,"48,73431328","7,736026999",5.420406745
0670309X,"E.M.PU ",ECOLE MATERNELLE LES CYGNES,ECOLE MATERNELLE LES CYGNES WEYERSHEIM,ECOLE MATERNELLE PUBLIQUE LES CYGNES WEYERSHEIM,COLLEGE BALDUNG GRIEN,"ECOLE MATERNELLE PUBLIQUE ","LES CYGNES ",Hors EP,,9 rue des Fossés,,67720,WEYERSHEIM,0,0,1er degré,Public,ce.0670309X@ac-strasbourg.fr,0388513536,,,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0672012Y,,98,121,48.7144156,7.803458392,"48,73431328","7,736026999",5.418605701
0670304S,"E.M.PU ",ECOLE MATERNELLE LES COURLIS,ECOLE MATERNELLE LES COURLIS HOERDT,ECOLE MATERNELLE PUBLIQUE LES COURLIS HOERDT,COLLEGE BALDUNG GRIEN,"ECOLE MATERNELLE PUBLIQUE ","LES COURLIS ",Hors EP,,20 rue du Traineau,,67720,HOERDT,0,0,1er degré,Public,ce.0670304S@ac-strasbourg.fr,0388513862,,,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0672012Y,,130,138,48.69701168,7.780673634,"48,73431328","7,736026999",5.285168908
0672137J,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE WEYERSHEIM,ECOLE PRIMAIRE PUBLIQUE WEYERSHEIM,COLLEGE BALDUNG GRIEN,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,88 rue Baldung Grien,,67720,WEYERSHEIM,0,0,1er degré,Public,ce.0672137J@ac-strasbourg.fr,0388517325,,,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,MUNDOLSHEIM Paul Emile Victor,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0672012Y,,212,200,48.7186596,7.801964304,"48,73431328","7,736026999",5.140194604
0671028D,"E.P.PU ",ECOLE PRIMAIRE LES PRES,ECOLE PRIMAIRE LES PRES BERNOLSHEIM,ECOLE PRIMAIRE PUBLIQUE LES PRES BERNOLSHEIM,COLLEGE MARCEL WEINUM BRUMATH,"ECOLE PRIMAIRE PUBLIQUE ","LES PRES ",Hors EP,,5 A rue de l'Ecole,,67170,BERNOLSHEIM,0,0,1er degré,Public,ce.0671028D@ac-strasbourg.fr,0388683234,,,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,MUNDOLSHEIM Paul Emile Victor,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0670942K,,69,64,48.75614112,7.687778678,"48,73431328","7,736026999",4.29026712
0672276K,"E.P.PU ",ECOLE PRIMAIRE PUBLIQUE,ECOLE PRIMAIRE PUBLIQUE NIEDERSCHAEFFOLSHEIM,ECOLE PRIMAIRE PUBLIQUE NIEDERSCHAEFFOLSHEIM,COLLEGE KLEBER,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,24 route de Bischwiller,,67500,NIEDERSCHAEFFOLSHEIM,0,0,1er degré,Public,ce.0672276K@ac-strasbourg.fr,0388738385,,,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,HAGUENAU Kléber,NORD 5,BELLO Anaël,PIAL_0671960S,,106,77,48.77194145,7.740848836,"48,73431328","7,736026999",4.198967725
0672490T,"E.E.PU ",ECOLE PRIMAIRE UICCOBROCHO,ECOLE PRIMAIRE UICCOBROCHO WEITBRUCH,ECOLE PRIMAIRE PUBLIQUE UICCOBROCHO WEITBRUCH,COLLEGE KLEBER,"ECOLE PRIMAIRE PUBLIQUE ","UICCOBROCHO ",Hors EP,,94 rue Principale,,67500,WEITBRUCH,0,0,1er degré,Public,ce.0672490T@ac-strasbourg.fr,0388724944,,,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,HAGUENAU Kléber,NORD 5,BELLO Anaël,PIAL_0671960S,,129,151,48.75494525,7.77707923,"48,73431328","7,736026999",3.784698367
0672786P,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE WEITBRUCH,ECOLE MATERNELLE PUBLIQUE WEITBRUCH,COLLEGE KLEBER,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,104 rue Principale,,67500,WEITBRUCH,0,0,1er degré,Public,ce.0672786P@ac-strasbourg.fr,0388723440,,,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,,NORD 5,BELLO Anaël,PIAL_0671960S,,88,90,48.75391262,7.77602257,"48,73431328","7,736026999",3.653767811
0671008G,"E.P.PU ",ECOLE PRIMAIRE INTERCOMMUNALE LES VERGERS,ECOLE PRIMAIRE INTERCOMMUNALE LES VERGERS KRIEGSHEIM,ECOLE PRIMAIRE PUBLIQUE INTERCOMMUNALE LES VERGERS KRIEGSHEIM,COLLEGE MARCEL WEINUM BRUMATH,"ECOLE PRIMAIRE PUBLIQUE ","INTERCOMMUNALE LES VERGERS ",Hors EP,,19 rue de Rottelsheim,,67170,KRIEGSHEIM,0,0,1er degré,Public,ce.0671008G@ac-strasbourg.fr,0388510187,,,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,MUNDOLSHEIM Paul Emile Victor,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0670942K,,108,105,48.75786194,7.7220683,"48,73431328","7,736026999",2.811405377
0670942K,"E.E.PU ",ECOLE PRIMAIRE LES REMPARTS,ECOLE PRIMAIRE LES REMPARTS BRUMATH,ECOLE PRIMAIRE PUBLIQUE LES REMPARTS BRUMATH,COLLEGE MARCEL WEINUM BRUMATH,"ECOLE PRIMAIRE PUBLIQUE ","LES REMPARTS ",Hors EP,,39 rue des Remparts,,67170,BRUMATH,0,0,1er degré,Public,ce.0670942K@ac-strasbourg.fr,0388510585,,,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,MUNDOLSHEIM Paul Emile Victor,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0670942K,,77,91,48.73297493,7.705498875,"48,73431328","7,736026999",2.24386601
0670302P,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE GEUDERTHEIM,ECOLE MATERNELLE PUBLIQUE GEUDERTHEIM,COLLEGE BALDUNG GRIEN,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,81 rue du Général de Gaulle,,67170,GEUDERTHEIM,0,0,1er degré,Public,ce.0670302P@ac-strasbourg.fr,0388510070,,,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0672012Y,,109,87,48.72307503,7.755481947,"48,73431328","7,736026999",1.896789789
0672664G,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE GEUDERTHEIM,ECOLE PRIMAIRE PUBLIQUE GEUDERTHEIM,COLLEGE BALDUNG GRIEN,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,74 rue du Général de Gaulle,,67170,GEUDERTHEIM,0,0,1er degré,Public,ce.0672664G@ac-strasbourg.fr,0388519360,,,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,MUNDOLSHEIM Paul Emile Victor,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0672012Y,,152,172,48.72300944,7.755364296,"48,73431328","7,736026999",1.895136402
0672663F,"E.E.PU ",ECOLE PRIMAIRE ROBERT SCHUMAN,ECOLE PRIMAIRE ROBERT SCHUMAN BRUMATH,ECOLE PRIMAIRE PUBLIQUE ROBERT SCHUMAN BRUMATH,COLLEGE MARCEL WEINUM BRUMATH,"ECOLE PRIMAIRE PUBLIQUE ","ROBERT SCHUMAN ",Hors EP,,10 rue du Château,,67170,BRUMATH,0,1,1er degré,Public,ce.0672663F@ac-strasbourg.fr,0388518467,,,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,MUNDOLSHEIM Paul Emile Victor,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0670942K,,286,277,48.73128388,7.712292748,"48,73431328","7,736026999",1.772987586
0670299L,"E.M.PU ",ECOLE MATERNELLE LES CIGOGNES,ECOLE MATERNELLE LES CIGOGNES BRUMATH,ECOLE MATERNELLE PUBLIQUE LES CIGOGNES BRUMATH,COLLEGE MARCEL WEINUM BRUMATH,"ECOLE MATERNELLE PUBLIQUE ","LES CIGOGNES ",Hors EP,,4 rue Charles Diemer,,67170,BRUMATH,0,0,1er degré,Public,ce.0670299L@ac-strasbourg.fr,0388518627,,,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0670942K,,117,121,48.7316133,7.712278916,"48,73431328","7,736026999",1.767388431
0670009W,"CLG ",COLLEGE MARCEL WEINUM,COLLEGE MARCEL WEINUM BRUMATH,COLLEGE MARCEL WEINUM BRUMATH,COLLEGE MARCEL WEINUM BRUMATH,"COLLEGE ","MARCEL WEINUM ",Hors EP,,3 rue du Collège,,67170,BRUMATH,115.6,1,2nd degré,Public,ce.0670009W@ac-strasbourg.fr,0388511284,SERGE FENDER,SANS INTERNAT AVEC DEMI PENSION,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0670009W,,674,685,48.73130162,7.714533547,"48,73431328","7,736026999",1.611529864
0670300M,"E.M.PU ",ECOLE MATERNELLE L ARC EN CIEL,ECOLE MATERNELLE L ARC EN CIEL BRUMATH,ECOLE MATERNELLE PUBLIQUE L'ARC EN CIEL BRUMATH,COLLEGE MARCEL WEINUM BRUMATH,"ECOLE MATERNELLE PUBLIQUE ","L'ARC EN CIEL ",Hors EP,,Avenue de l'Europe,,67170,BRUMATH,0,0,1er degré,Public,ce.0670300M@ac-strasbourg.fr,0388510326,,,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0670942K,,204,206,48.73485438,7.716833791,"48,73431328","7,736026999",1.408884499
0670948S,"E.E.PU ",ECOLE PRIMAIRE PIERRE PFLIMLIN,ECOLE PRIMAIRE PIERRE PFLIMLIN BRUMATH,ECOLE PRIMAIRE PUBLIQUE PIERRE PFLIMLIN BRUMATH,COLLEGE MARCEL WEINUM BRUMATH,"ECOLE PRIMAIRE PUBLIQUE ","PIERRE PFLIMLIN ",Hors EP,,Rue de Dingolfing,,67170,BRUMATH,0,0,1er degré,Public,ce.0670948S@ac-strasbourg.fr,0388641804,,,HAGUENAU SUD,BASSE-ZORN,Basse-Zorn,OUEST,MUNDOLSHEIM Paul Emile Victor,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0670942K,,218,198,48.73480604,7.717668497,"48,73431328","7,736026999",1.347498265
0670340F,"E.M.PU ",ECOLE MATERNELLE LES PETITS MATELOTS,ECOLE MATERNELLE LES PETITS MATELOTS OFFENDORF,ECOLE MATERNELLE PUBLIQUE LES PETITS MATELOTS OFFENDORF,COLLEGE SIMONE VEIL,"ECOLE MATERNELLE PUBLIQUE ","LES PETITS MATELOTS ",Hors EP,,10 rue des Cygnes,,67850,OFFENDORF,0,0,1er degré,Public,ce.0670340F@ac-strasbourg.fr,0388969838,,,LA WANTZENAU - RHIN,BISCHWILLER,Ill et Rhin,NORD,,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0670875M,,103,82,48.71119115,7.919935974,"48,75969077","7,85956586",6.977472041
0672934A,"E.E.PU ",ECOLE ELEMENTAIRE LES BOUTONS D OR,ECOLE ELEMENTAIRE LES BOUTONS D OR OFFENDORF,ECOLE ELEMENTAIRE PUBLIQUE LES BOUTONS D'OR OFFENDORF,COLLEGE SIMONE VEIL,"ECOLE ELEMENTAIRE PUBLIQUE ","LES BOUTONS D'OR ",Hors EP,,1 rue des Ecoles,,67850,OFFENDORF,0,0,1er degré,Public,ce.0672934A@ac-strasbourg.fr,0388597784,,,LA WANTZENAU - RHIN,BISCHWILLER,Ill et Rhin,NORD,BISCHWILLER André Maurois,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0670875M,,140,155,48.7112611,7.913195179,"48,75969077","7,85956586",6.668455524
0670910A,"E.E.PU ",ECOLE PRIMAIRE LES HIRONDELLES,ECOLE PRIMAIRE LES HIRONDELLES HERRLISHEIM,ECOLE PRIMAIRE PUBLIQUE LES HIRONDELLES HERRLISHEIM,COLLEGE SIMONE VEIL,"ECOLE PRIMAIRE PUBLIQUE ","LES HIRONDELLES ",Hors EP,,Impasse Herrmann,,67850,HERRLISHEIM,0,0,1er degré,Public,ce.0670910A@ac-strasbourg.fr,0388969606,,,LA WANTZENAU - RHIN,BISCHWILLER,Ill et Rhin,NORD,BISCHWILLER André Maurois,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0670875M,,229,255,48.73010889,7.906198883,"48,75969077","7,85956586",4.744617291
0672874K,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE HERRLISHEIM,ECOLE MATERNELLE PUBLIQUE HERRLISHEIM,COLLEGE SIMONE VEIL,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,2 A rue du Collège,,67850,HERRLISHEIM,0,0,1er degré,Public,ce.0672874K@ac-strasbourg.fr,0388969709,,,LA WANTZENAU - RHIN,BISCHWILLER,Ill et Rhin,NORD,,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0670875M,,129,111,48.73092192,7.902185921,"48,75969077","7,85956586",4.472028153
0671911N,"CLG ",COLLEGE SIMONE VEIL,COLLEGE SIMONE VEIL HERRLISHEIM,COLLEGE SIMONE VEIL HERRLISHEIM,COLLEGE SIMONE VEIL,"COLLEGE ","SIMONE VEIL ",Hors EP,,1 rue du Collège,,67850,HERRLISHEIM,116.5,0,2nd degré,Public,ce.0671911N@ac-strasbourg.fr,0390293729,CARINE ROUSSEL,SANS INTERNAT AVEC DEMI PENSION,LA WANTZENAU - RHIN,BISCHWILLER,Ill et Rhin,NORD,,STRASBOURG NORD 3,LUZICK Michèle,PIAL_0670875M,,327,333,48.73030938,7.899834397,"48,75969077","7,85956586",4.403594036
0670972T,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE KURTZENHOUSE,ECOLE PRIMAIRE PUBLIQUE KURTZENHOUSE,COLLEGE ANDRE MAUROIS,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,24 rue Principale,,67240,KURTZENHOUSE,0,0,1er degré,Public,ce.0670972T@ac-strasbourg.fr,0388724615,,,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,BISCHWILLER André Maurois,NORD 1,FUCHS Annie,PIAL_0670913D,,85,91,48.73990244,7.808254903,"48,75969077","7,85956586",4.358172695
0672027P,"E.E.PU ",ECOLE PRIMAIRE 14 RUE DES SOEURS,ECOLE PRIMAIRE 14 RUE DES SOEURS KALTENHOUSE,ECOLE ELEMENTAIRE PUBLIQUE KALTENHOUSE,COLLEGE ANDRE MAUROIS,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,14 rue des Soeurs,,67240,KALTENHOUSE,0,0,1er degré,Public,ce.0672027P@ac-strasbourg.fr,0388632739,,,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,BISCHWILLER André Maurois,NORD 1,FUCHS Annie,PIAL_0670913D,,118,134,48.79163671,7.836674338,"48,75969077","7,85956586",3.92837965
0671771L,"E.M.PU ",ECOLE PRIMAIRE 12 RUE DES SOEURS,ECOLE PRIMAIRE 12 RUE DES SOEURS KALTENHOUSE,ECOLE MATERNELLE PUBLIQUE KALTENHOUSE,COLLEGE ANDRE MAUROIS,"ECOLE PRIMAIRE ",,Hors EP,,12 rue des Soeurs,,67240,KALTENHOUSE,0,0,1er degré,Public,ce.0671771L@ac-strasbourg.fr,0388635868,,,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,,NORD 1,FUCHS Annie,PIAL_0670913D,,64,72,48.79137626,7.836497424,"48,75969077","7,85956586",3.907804198
0672243Z,"E.P.PU ",ECOLE PRIMAIRE PUBLIQUE,ECOLE PRIMAIRE PUBLIQUE GRIES,ECOLE PRIMAIRE PUBLIQUE GRIES,COLLEGE ANDRE MAUROIS,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,58 rue Principale,,67240,GRIES,0,0,1er degré,Public,ce.0672243Z@ac-strasbourg.fr,00388721390,,,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,BISCHWILLER André Maurois,NORD 1,FUCHS Annie,PIAL_0670913D,,125,138,48.7532704,7.813939471,"48,75969077","7,85956586",3.420050669
0670303R,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE GRIES,ECOLE MATERNELLE PUBLIQUE GRIES,COLLEGE ANDRE MAUROIS,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,62 rue Principale,,67240,GRIES,0,0,1er degré,Public,ce.0670303R@ac-strasbourg.fr,0388724539,,,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,,NORD 1,FUCHS Annie,PIAL_0670913D,,103,67,48.75325283,7.814977604,"48,75969077","7,85956586",3.346081198
0671967Z,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE OBERHOFFEN SUR MODER,ECOLE PRIMAIRE PUBLIQUE OBERHOFFEN SUR MODER,COLLEGE ANDRE MAUROIS,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,1 place de l'Eglise,,67240,OBERHOFFEN SUR MODER,0,0,1er degré,Public,ce.0671967Z@ac-strasbourg.fr,0388630876,,,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,BISCHWILLER André Maurois,NORD 1,FUCHS Annie,PIAL_0670913D,,218,209,48.78282532,7.863387613,"48,75969077","7,85956586",2.587645968
0670339E,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE OBERHOFFEN SUR MODER,ECOLE MATERNELLE PUBLIQUE OBERHOFFEN SUR MODER,COLLEGE ANDRE MAUROIS,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,7 rue du Tabac,,67240,OBERHOFFEN SUR MODER,0,0,1er degré,Public,ce.0670339E@ac-strasbourg.fr,0388631221,,,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,,NORD 1,FUCHS Annie,PIAL_0670913D,,152,128,48.7814041,7.867657761,"48,75969077","7,85956586",2.486174448
0670005S,"LGT ",LYCEE GENERAL ET TECHNOLOGIQUE ANDRE MAUROIS,LYCEE GENERAL ET TECHNOLOGIQUE ANDRE MAUROIS BISCHWILLER,LYCEE GENERAL ET TECHNOLOGIQUE ANDRE MAUROIS BISCHWILLER,,LYCEE GENERAL ET TECHNOLOGIQUE,"ANDRE MAUROIS ",Sans objet,,1 rue du Lycée,,67242,BISCHWILLER,108.5,0,2nd degré,Public,ce.0670005S@ac-strasbourg.fr,0388062767,JACKY SCHLIENGER,SANS INTERNAT AVEC DEMI PENSION,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,,NORD 1,FUCHS Annie,PIAL_0672130B,,695,721,48.77832938,7.846765243,"48,75969077","7,85956586",2.274957284
0672130B,"CLG ",COLLEGE ANDRE MAUROIS,COLLEGE ANDRE MAUROIS BISCHWILLER,COLLEGE ANDRE MAUROIS BISCHWILLER,COLLEGE ANDRE MAUROIS,"COLLEGE ","ANDRE MAUROIS ",REP,REP,1 rue du Lycée,,67242,BISCHWILLER,89.1,1,2nd degré,Public,ce.0672130B@ac-strasbourg.fr,0388062767,JACKY SCHLIENGER,SANS INTERNAT AVEC DEMI PENSION,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,,NORD 1,FUCHS Annie,PIAL_0672130B,91,855,910,48.77832938,7.846765243,"48,75969077","7,85956586",2.274957284
0672084B,"E.M.PU ",ECOLE MATERNELLE HASENSPRUNG,ECOLE MATERNELLE HASENSPRUNG BISCHWILLER,ECOLE MATERNELLE PUBLIQUE HASENSPRUNG BISCHWILLER,COLLEGE ANDRE MAUROIS,"ECOLE MATERNELLE PUBLIQUE ","HASENSPRUNG ",Hors EP,,25 rue du Lièvre,,67240,BISCHWILLER,0,0,1er degré,Public,ce.0672084B@ac-strasbourg.fr,0388631170,,,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,,NORD 1,FUCHS Annie,PIAL_0670913D,,52,52,48.77587561,7.84257384,"48,75969077","7,85956586",2.188539183
0670006T,"LP LYC METIER ",LYCEE PROFESSIONNEL PHILIPPE CHARLES GOULDEN LYCEE DES METIERS,LYCEE PROFESSIONNEL PHILIPPE CHARLES GOULDEN LYCEE DES METIERS BISCHWILLER,LP LYCEE DES METIERS PHILIPPE-CHARLES GOULDEN BISCHWILLER,,"LP LYCEE DES METIERS ","PHILIPPE-CHARLES GOULDEN ",Sans objet,,2 rue de la piscine,,67241,BISCHWILLER,80.8,1,2nd degré,Public,ce.0670006T@ac-strasbourg.fr,0388635844,CHRISTOPHE KARST,SANS INTERNAT AVEC DEMI PENSION,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,,NORD 1,FUCHS Annie,PIAL_0672130B,,25,365,48.77462301,7.852379659,"48,75969077","7,85956586",1.741921121
0670336B,"E.M.PU ",ECOLE MATERNELLE CHERIFI,ECOLE MATERNELLE CHERIFI BISCHWILLER,ECOLE MATERNELLE PUBLIQUE CHERIFI BISCHWILLER,COLLEGE ANDRE MAUROIS,"ECOLE MATERNELLE PUBLIQUE ","CHERIFI ",Hors EP,,4 rue Cherifi,,67240,BISCHWILLER,0,0,1er degré,Public,ce.0670336B@ac-strasbourg.fr,0388632588,,,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,,NORD 1,FUCHS Annie,PIAL_0670913D,,83,111,48.7714008,7.851890227,"48,75969077","7,85956586",1.418429272
0670913D,"E.E.PU ",ECOLE PRIMAIRE ERLENBERG,ECOLE PRIMAIRE ERLENBERG BISCHWILLER,ECOLE PRIMAIRE PUBLIQUE ERLENBERG BISCHWILLER,COLLEGE ANDRE MAUROIS,"ECOLE PRIMAIRE PUBLIQUE ","ERLENBERG ",Hors EP,,6a rue des Casernes,,67240,BISCHWILLER,0,0,1er degré,Public,ce.0670913D@ac-strasbourg.fr,0388632461,,,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,BISCHWILLER André Maurois,NORD 1,FUCHS Annie,PIAL_0670913D,,201,239,48.77207274,7.857034978,"48,75969077","7,85956586",1.38925189
0672102W,"E.M.PU ",ECOLE MATERNELLE CENTRE,ECOLE MATERNELLE CENTRE BISCHWILLER,ECOLE MATERNELLE PUBLIQUE CENTRE BISCHWILLER,COLLEGE ANDRE MAUROIS,"ECOLE MATERNELLE PUBLIQUE ","CENTRE ",REP,REP,7 rue de la République,,67240,BISCHWILLER,0,0,1er degré,Public,ce.0672102W@ac-strasbourg.fr,0388632111,,,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,,NORD 1,FUCHS Annie,PIAL_0670913D,,133,132,48.76912923,7.85377128,"48,75969077","7,85956586",1.13218843
0670332X,"E.M.PU ",ECOLE MATERNELLE LUHBERG,ECOLE MATERNELLE LUHBERG BISCHWILLER,ECOLE MATERNELLE PUBLIQUE LUHBERG BISCHWILLER,COLLEGE ANDRE MAUROIS,"ECOLE MATERNELLE PUBLIQUE ","LUHBERG ",REP,REP,1 rue du Luhberg,,67240,BISCHWILLER,0,0,1er degré,Public,ce.0670332X@ac-strasbourg.fr,0388632477,,,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,,NORD 1,FUCHS Annie,PIAL_0670913D,,41,39,48.76512486,7.863017696,"48,75969077","7,85956586",0.655076244
0673080J,"E.E.PU ",GROUPE SCOLAIRE FOCH MENUISIERS,GROUPE SCOLAIRE FOCH MENUISIERS BISCHWILLER,GROUPE SCOLAIRE FOCH-MENUISIERS BISCHWILLER,COLLEGE ANDRE MAUROIS,"GROUPE SCOLAIRE ","FOCH-MENUISIERS ",REP,REP,15 rue des Menuisiers,,67240,BISCHWILLER,0,1,1er degré,Public,ce.0673080J@ac-strasbourg.fr,,,,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,BISCHWILLER André Maurois,NORD 1,FUCHS Annie,PIAL_0670913D,,523,551,48.76496495,7.858361511,"48,75969077","7,85956586",0.593068732
0670334Z,"E.M.PU ",ECOLE MATERNELLE REBGARTEN,ECOLE MATERNELLE REBGARTEN BISCHWILLER,ECOLE MATERNELLE PUBLIQUE REBGARTEN BISCHWILLER,COLLEGE ANDRE MAUROIS,"ECOLE MATERNELLE PUBLIQUE ","REBGARTEN ",Hors EP,,9 rue des Pins,,67240,BISCHWILLER,0,0,1er degré,Public,ce.0670334Z@ac-strasbourg.fr,0388632299,,,LA WANTZENAU - RHIN,BISCHWILLER,Moder-Potiers,NORD,,NORD 1,FUCHS Annie,PIAL_0670913D,,68,78,48.75588646,7.855149771,"48,75969077","7,85956586",0.532672304
0670439N,"E.P.PU ",ECOLE PRIMAIRE SCHOEPFLIN,ECOLE PRIMAIRE SCHOEPFLIN STRASBOURG,ECOLE PRIMAIRE PUBLIQUE SCHOEPFLIN STRASBOURG,COLLEGE FOCH,"ECOLE PRIMAIRE PUBLIQUE ","SCHOEPFLIN ",Hors EP,,3 rue de l'Ecrevisse,,67000,STRASBOURG,0,1,1er degré,Public,ce.0670439N@ac-strasbourg.fr,0368985209,,,STRASBOURG 2 + PRIVE,Centre,Centre,EUROMETROPOLE,STRASBOURG Caroline Aigle,STRASBOURG CENTRE 2,GARCIA Frédérique,PIAL_0670438M,,397,396,48.58654167,7.748437619,"48,58254514","7,752358518",0.529779811
